Tweet Text	# number	Medical relevance	X	Does X cure cancer 	
@LisaPorter2 @ScienceUWindsor @WindsorCRG @UWinSciSoc I love this idea! Cancer research needs more communicators to debunk myths like “cancer has already been cured, they’re just keeping it from us”. Cancer is more than one disease and we’re never going to find a single cure for all types of cancer.	1				
@Kevinsc24522584 @KMacTWN Research ain’t cheap and cancer isn’t one disease it’s many. What works for someone may not be the cure for another with same cancer. 50 years of dealing with cancer, I have seen the changes.	1				
@africlandpost @web_eau_net Blame no one but the stupid and useless, greedy and dump African leaders who so corrupt that the money they have can't even cure them of cancer..	1				
We just got approval to sell these new Canadian Cancer Society Lures. $1 from every Lure, will go towards a cure! A Lure For A Cure &amp; Hooked on Boston Pizza 🍕 Lures on the market. 2 great promo lures that catch Fish!      Get others Hooked and watch Season 13 of Dragons’ Den! https://t.co/LJNJfx27LH	1				
After a good cure rate, now the challenge is also to give them a quality of life: Dr Upasna Saxena, There would be two challenges in treatment of cancer as a whole in the country. First, people coming up for treatment and second would be financial and logistics support., …	1				
@_red_five @aroundthehorn7 @KingCammyG @JagerbombsORtea @DivinaFarms @Lemmynx @JStein_WaPo @Ocasio2018 And actually, it's quite the opposite: a cure for cancer (or diabetes, or other chronic diseases)  would take a lot of money away from the pharma/medical companies - it's clear that capitalistic incentives are all wrong when it comes to healthcare.	1				
@realDonaldTrump We need to get used to it. You could find a cure for cancer and the Dems would say you ruined the hospital industry. They are shallow and pathetic.	1				
Tarjany and the cancer cure 🤣🤣🤣🤣🤣	1				
@Tania357T @MAW1212 @MeghanJG @benshapiro @MeghanMcCain The fact that cancer is a disease.... not a Human. And you also CHOOSE to have intercourse to make the baby.. A Fetus is still a human. Cancer is a disease. I hope we find a cure for it someday. But we can stop murdering babies.	1				
@DrShayPhD President Trump could cure cancer and his haters would find fault with it. 🙄	1				
*Once you automate a process - YOU NEVER GO BACK!*\Hemp oil is a nutritious oil. Touted to be a cure for cancer the oil provides health benefits for skin hair and eczema. https://t.co/PxvCFMCmgw https://t.co/ZWtf7E91K6 #AddAWordRuinAQuote #IT #solution #SPDC #like4like	1				
Because chemotherapy and radiotherapy kill And because alternative cancer therapy exist And because we are the disease and we are the cure https://t.co/a7uswmmKvT	1				
Hi verified account wali aunty.. Could you please share data,studies published in reknown medical journals where this has been published? https://t.co/2qAry1rANl @iamsonalibendre Hope you know there are very effective treatments in India, where they use cow urine therapy and other natural ingredients to cure cancer...many people in last stages have been cured.. wish you recover soon!	1				
Cure for cancer and travel back in time	1				
@ombibulous @realDonaldTrump @elonmusk That has everything to do with your point. Your point is Trump could cure cancer and you  would still find a way to criticize. You're just an asshole. End of discussion.	1				
@RahulGandhi Congress kept on nurturing this cancer for more more than six decades and you are expecting Modi to cure it in 4 years?Bravo,for this brazen posturing.	1				
@cureforcancer The last thing dad asked me to do.His last wish and directive find a cure for cancer in honor of mom. It was no longer party politics.  But something real serious and serene.	1				
going vegan won’t cure her cancer y’all need to stop https://t.co/7swRgFHXNw	1				
@jessicaelgot Try over 200+ medical uses and 0 deaths, cannabis can cure cancer &amp; GW Pharmaceutical hold the patent on it. Its the best natural medication on the planet. See what Canadian doctors prescribe cannabis for. This is just a few things it can do. Cannabis can replace 50% of pharma https://t.co/7lllOrWQuX	1				
there were literally 5 other kids being diagnosed the same time as her though. and one of her nurse’s son was diagnosed the month before.  childhood cancer sucks and a cure isn’t as easy as putting a 2 YEAR OLD on a juice fast. it is not that simple. but thank god for cannabis.	1				
MH370 has been missing for four years. Since Elon can't use rocket parts to fix the water in Flint or the cure for cancer, maybe he cant take his submarines to look for the missing plane. https://t.co/xqwoC5azAy @elonmusk Inspiring. You saw a problem and came up with a solution in an amazingly short period knowing that it may or may not be used this time but still followed through.   I’m sure it will benefit others in the future or even be adapted to become part of a new standard rescue equipment.	1				
@CNNPolitics He could cure cancer and cnn would gripe.	1				
RT HealthRanger The true cause and cure for cancer - must watch: https://t.co/xV3xunG7M1 #cancer #health	1				
@Nik0215 @LisaMei62 @kathygriffin Rob Rosenstein will be gone within a week and the Russian investigation will be over what will you have to complain about then oh I know Donald Trump's working on a cure for cancer that should piss the Liberals off next https://t.co/c183WOUPXQ	1				
@CynicalEyebrow @Sersium @CGRonin @stxrksreactor Captain Marvel is part alien, and Black Panther creates a cure for cancer in wakanda, and Norman Osborn weaponized it to kill Deadpool.	1				
Obviously there is a cure Sherlock but pharmaceutical companies make more money with it not being available to the public https://t.co/NQ4eylnwrb	1				
And y’all can’t completely cure cancer? Scand https://t.co/xanNnCiCad	1				
@LeBronJames23i @Squawka Eden could cure cancer and people will still say overrated and Put Neymar and Salah above him. Absolute clowns.	1				
DC PEOPLE: Go to the Supreme Court *now* to join the protest tonight as Trump announces his pick. We’ll be there for hours. Let’s start this fight with a roar.  https://t.co/JvJbyPSDKl https://t.co/kHWMkb1dZJ Goes to show that people will bash Trump whatever chance they get no matter what he does🤦🏻‍♂️. He could cure cancer and I’m sure there would be a protest https://t.co/DVvfXNnS5p	1				
@ThePlumLineGS @brianstelter He could cure cancer and you mind rapists would still find a way to spin it negatively. You guys are pathetic.	1				
@sherilynjones And this is after the executive order. The guy could cure cancer and nobody on the left would care. And they won’t till America is irreparably damaged	1				
Did @TomCruise Cure @ValKilmer’s Cancer With His Touch And #Scientology Powers?	1				
You’re a fucking twat you have no problem with this but always pick on LeBron for every little move, LeBron could create a cure for cancer and you would still ridicule him you fucking prick! #LakeShow https://t.co/kD6qyDAB7L AND THE RICH GET RICHER: The team that swept LeBron just signed an All-Star (coming off Achilles surgery) for a mere $5.3 mil. Shrewd move by GSt. Shrewd move by DCousins. He gets his ring/validation. Then he can hit the market (hopefully) healthy a year from now.	1				
Keeping code repositories closed sourced using the argument “we are concerned another project will steal our ideas” is poisonous to open sourced software.  It’s like having the cure for cancer and saying “we don’t want people to steal the idea”.   #crypto #blockchain #fintech	1				
@KarlLueger The zionists have began to genetically modify cannabis. This 'turnaround' is to get the peeps used to cannabis as a good thing after years of demonising it, so they consume more GM which causes diseases, and cures nothing. Natural cannabis is a cure for many ills including cancer	1				
@realDonaldTrump This proves the left is so brainwashed by Alinski Soto’s and media they wouldn’t care if Trump invented a cure for cancer they would still hate Trump just to hate so my word to the left you better start waking up TRUMP 2020 MAGA vote RED at mid terms	1				
Sadly cancer is a real industry and y’all can’t ever convince me we don’t have a cure for it	1				
Want to be on @JeffGordonWeb’s team and join the race to end pediatric cancer?  Ask me how you and your company can partner with us!  Let’s find a cure for childhood cancer together - “because in this race, every child matters and every hour counts...” #jeffgordon #jgcf	1				
@NancyPelosi @realDonaldTrump same ole rhetoric BS from the batsh*tcrazy lady... Trump could cure cancer and you'd have an issue with it... it's time to retire...	1				
President Donald J Trump could cure world hunger and cancer and people would still hate him	1				
Its easier to clone that it is to cure cancer https://t.co/BAyVAzBiOp	1				
With so much false information corroding the credibility of our news sources, the last thing we need is another “hidden cure to cancer” tweet polluting our thoughts. May you read your articles thoroughly and form your opinions fairly.	1				
next thing you know and its 2020, flat earthers have evolved in thinking cigarettes actually cure cancer and that's why the government wants us all to quit	1				
possibly millions of other storys .... But if we can continue to find a cure for cancer there might not be as many ... That is a dream we all have ... So head on over to https://t.co/nw3uT9hiwV and donate :) &lt;3	1				
one of the earliest cases of cancer was found in 1600 B.C. .... about 3600 yrs ago and u mean to tell me they haven’t found a cure yet ? lol	1				
@SkyNews Trump could rescue 30 kids from a fire and find the cure for cancer and you'd still find a way to be negative. Grow up	1				
@supercujo @BellTowerTimez You best hope you never get sick. Good to see you can use Dr Google. Stay at home at eat some activated almonds. Dr Google says they are the cure for cancer, heart disease and idiots. https://t.co/u2dVn9vO04	1				
