,Tweet Text,# number,Medical relevance,X,Does X cure cancer,Unnamed: 5
642,"Because my cancer is not curable and the plan is to keep delaying the end in the hope a cure emerges, there is no end in sight. As my physical condition weakens other expenses get added-cleaning help, eating food out more, etc",3,no,,no,
643,@realDonaldTrump You are doing amazing! Stay focused! You could cure cancer and looney liberals would still hate you. #maga #bestpresidentever https://t.co/ZYWSqVp0BJ,3,no,,no,
644,"In 2018,1,800,000 Americans will be diagnosed w/ #cancer &amp; 600,000 will DIE in #OurWarOnCancer! 1 in 3 will get cancer in our lives. This is a NATIONAL EMERGENCY. Tell Congress 2 increase CURE research funding. https://t.co/givJJIXQRA @SecAzar @realDonaldTrump @Surgeon_General https://t.co/TbkCOL82s8",3,no,,no,
645,"sir, you claim you talk to God, hear from Him directly + he answers questions you ask, right? ""Yes, I do..yes of course. He speaks through me God bless you(?)"" ""Ok sir. Please is it possible to ask him for a cure to AIDS and cancer?"" ""Come on, God doesn't work that way!""",3,no,,no,
646,There is a sense that humans will find technical fixes to the challenges of climate change. Because we are smart. And now have AI. I guess I can't blame people for being so confident. Remember when cancer was a problem and then humans decided to cure it? We've got this.,3,no,,no,
647,I started raising money yesterday and I‰Û¡ÌÝå»m already half way to my goal. If each of my followers contribute just $1 I‰Û¡ÌÝå»ll almost double my goal. Let‰Û¡ÌÝå»s find a cure for cancer! https://t.co/2sbrw3HsMW,3,no,,no,
648,They killed Dr Sebi because he found a way to manipulate genes from such people &amp; help cure other people from HIV. There has always been a cure for HIV problem is that pharmaceuticals make a lot of money via ARVs.Same applies to cancer and other so called incurable diseases,3,no,,no,
649,"Niall and Justin raised Ì´å£600,000 last night at the #HoranAndRose charity gala last night and I‰Û¡ÌÝå»m so so happy they did that. Cancer is such a horrible disease and I‰Û¡ÌÝå»m glad they‰Û¡ÌÝå»re raising money to help research a cure ??",3,no,,no,
650,Hi everyone I will be sitting out side of star market in marshfield today from 3-6pm to raise money for A Shot For Life this organization is near and dear to my heart so come on by and help support finding a cure for cancer and donate! @ASFL_Shoot4Cure https://t.co/WXjXDbT6qF,3,no,,no,
651,"@cass_alexandra_ Lol neurotypical be like ‰Û¡ÌÝÌdrink some water and you won‰Û¡ÌÝå»t be depressed!‰Û¡ÌÝå Doing any of these things won‰Û¡ÌÝå»t cure cancer, so why would it be any different for mental disorders ?!",3,no,,no,
652,"Imagine the whole human race collaborated and there were no such thing as a country, the scientific and economic progress would be incredible. We would probably have the cure for cancer and we would be traveling throughout the galaxy",3,no,,no,
653,"Whilst other countries are legalizing marijuana, finding cure for cancer and doing amazing shit, Ghanaians are still angry about people using their left hand to take stuff from people. Smh",3,no,,no,
654,"elon musk tweeting about the cool submarine he‰Û¡ÌÝå»s building to rescue the kids while people are actually going into the cave and rescuing the kids, surely the most elon musk thing to happen Elon Musk could find a cheap cure for cancer with a 100% success rate and 0 side effects and these losers would still find a way to bitch about it https://t.co/my7qdAUEbp",3,no,,no,
655,"@EveTweets They've been doing this for years. Pharma is EVIL, a pharmaceutical cartel you can trace back to IG Farben. The goal is NOT to cure but to keep you sick to SELL pills and vaccines that make you worse. Cancer has been curable for DECADES. We are not allowed to have the cure though https://t.co/YWDpyxLN2x",3,no,,no,
656,"Set up and ready to record my @LabRoots webinar with @GIBCO @thermofisher! Join me on 29th June 9:00PDT to hear about broccoli bioactives, gene interactions and how we might one day use food to cure cancer! https://t.co/qeYPWEjbhP #phdchat #science #AcademicTwitter #nutrition https://t.co/l4F69Jrh0w",3,no,,no,
657,Prof Seng Gee Lim of @NUSingapore shares research and practical info on how we can cure #hepatitisB - needed to reduce the massive burden of liver-related cancer and death in the Asia-Pacific at #APACC2018. @APASLnews https://t.co/raOkkN8l72,3,no,,no,
658,"First up is @CowboyUp_Rodeo, founded by Rebecca Shryock after her son Drew was diagnosed with #Leukemia at age 4. Cowboy Up for a Cure provides funding and resources to benefit childhood #cancer patients and their families right here in Kentucky.",3,no,,no,
659,.@abbvie and Alphabet-Backed Calico Spend Another $1B to Help Cure Cancer https://t.co/A7tqWrWtrv,3,no,,no,
660,"?@POTUS? could cure cancer and ?@CNN? would find something negative to say, ‰Û¡ÌÝÌápathetic‰Û¡ÌÝå» How Petty! CNN Panelists Whine About Menu for North Korean Summit | NewsBusters https://t.co/Uj553oPp4a",3,no,,no,
661,Aidan and Aiden organize a kickball tournament to raise funds for St. Baldrick's to help cure childhood cancer. A great 6th grade Passion Project! #hflpride https://t.co/NtC5EuoNCn,3,no,,no,
663,"BERNIE BROS LOST 80% OF THEIR RACES IN THE LAST MONTH @Ocasio2018 IS THEIR LAST HOPE. IF NIXON AND THE WAITRESS GET BEAT NEXT TUESDAY, BERNIE SOCIALISM WILL BE CRUSHED HELP @JoeCrowleyNY CURE THIS UGLY CANCER ON AMERICA @PettyCrockerTX @Anootchka @commiegirl1 @HoarseWisperer https://t.co/rpF2IDaD8F",3,no,,no,
664,.@EricTrump: ‰Û¡ÌÝÌWe‰Û¡ÌÝå»re going to keep raising money and we‰Û¡ÌÝå»re going to win the fight. We will win the fight against pediatric cancer.‰Û¡ÌÝå https://t.co/7pYfcD7xzY Thank you @EricTrump my son is alive due to a treatment started at St Jude. 11 year survivor this week. But we loose at least 4 kids every month at our local children‰Û¡ÌÝå»s hospital to cancer. Cure childhood cancer https://t.co/gWqtxflqaU,3,no,,no,
665,"@kylie_oneil75 @Nexus7900 @TruthFeedNews I'm saying, The POTUS could cure cancer and the evil left would still find something bad to say about that too @MAGA #KeepAmericaGreat #Trump2020",3,no,,no,
666,"Finding a way for the humans in the world to live in peace and co-exist Finding the cure for Cancer and AIDS and other deadly diseases Eliminating Global Warming Not having to live in a torn democracy. Investing in your community; fixing roads, and better funding for schools https://t.co/kfZo1cP6y8",3,no,,no,
667,RT @BertholfTre: And y‰Û¡ÌÝå»all really think there‰Û¡ÌÝå»s no cure for cancer https://t.co/RcsShYu4K5,3,no,,no,
668,Just once I would like the Libs to say hey Trump has a good idea. But it ain‰Û¡ÌÝå»t gonna happen. He could cure cancer and they would find a problem with that,3,no,,no,
669,They can create an embryo to save the Northern white rhino from extinction but they can't find the cure for cancer and AIDS. And the whole world believes that. LOL,3,no,,no,
670,"My beautiful job summed up: ""We are not giving up on those we love in respecting their readiness to leave, we are supporting them"" #palliative #counselling Positivity can‰Û¡ÌÝå»t cure cancer ‰Û¡ÌÝÌÕ and neither can fighting talk @thepooluk #thepool https://t.co/geG6yaHVZj",3,no,,no,
671,"Alexa Bliss, a true philanthropist, is putting in blood sweat and tears in the Mixed Match Challenge and risks her health to fight for the right to donate to Connor's Cure and end pediatric cancer. Brock: Lesnar. https://t.co/MRg99z61tb",3,no,,no,
672,"someone tell 16-year-old Jeremiah Thomas about all the kids that wished for a cure for cancer before he wastes it on this lol https://t.co/3IQaLjlATF 16-year-old Jeremiah Thomas, who is battling cancer, has used his Make a Wish to ask for an end to abortion. Thank you, Jeremiah, for your beautiful life, and for inspiring so many. https://t.co/buMZMGgyAY",3,no,,no,
673,"@realDonaldTrump Wow! That‰Û¡ÌÝå»s great! Now cure cancer and end world hunger. I‰Û¡ÌÝå»m thinking everything in the universe should be dandy by, say Friday?",3,no,,no,
675,"RT @KatTheHammer1: ""The President could cure cancer and the legacy media could find something over which to attack him.""",3,no,,no,
676,"@naniraine Where can I even begin?! I can‰Û¡ÌÝå»t wait to be reunited with my grandmother that I lost to cancer last year. I also can‰Û¡ÌÝå»t wait to be healed and have the permanent cure to my lupus. I want to have kids, live in the woods &amp; have pet foxes! I can‰Û¡ÌÝå»t wait to be free ?",3,no,,no,
678,RT @R_I_Portillo: Waking up sober with a full 8 hours of sleep on a Saturday has me feeling like I might fuck around and cure cancer today,3,no,,no,
680,"create an ultimate explosion of tantalising flavours and harmonious colours. Bic‰Û¡ÌÝå»n‰Û¡ÌÝå»Mix will change how you view yourself and will definitely cause world peace, cure cancer and solve world hunger. Depression? Gone. Anxiety? Forgotten. Hotel? Trivago. Have you ever walked",3,no,,no,
681,conspiracy theories I believe in: ‰Û¡ÌÝå¢ there is a cure for cancer but the government won‰Û¡ÌÝå»t tell us because they‰Û¡ÌÝå»d be losing billions of dollars ‰Û¡ÌÝå¢ Avril Lavigne died and was replaced by a clone,3,no,,no,
682,"At 22, Ethan Hawes was diagnosed with multiple myeloma, a cancer with no cure and typically afflicting people over age 65. Years of hospitalizations, chemotherapy, surgeries and a stem cell replacement followed. https://t.co/F0lZtvOdcb",3,no,,no,
683,VIP 13.6.18 Intl #AlbinismAwarenessDay https://t.co/E7sM5MBGp8 to support ending #Albinism Stigma &amp; Discrimination tru Understanding &amp; #Education globally ? #Protection @hhrjournal @AmnestyIreland @FrontLineHRD @Irish_Aid @IrishCancerSoc @_AfricanUnion @healthworkers @mmi_hw4all https://t.co/zGXa4K7DNs Almost all people with albinism are visually impaired and are prone to developing skin cancer. There is no cure for the absence of melanin that is central to albinism. #InternationalAlbinismAwarenessDay #BeyondTheComplexion https://t.co/Ir1E9GelqJ,3,no,,no,
684,"@AngelLight2U @CynthiaNixon Cynthia Nixon just another Democrat that wants to keep legal genocide going , How many unborn babies have been killed over the years that could have enriched our lives we could‰Û¡ÌÝå»ve had a cure for cancer AIDS and HIV we could‰Û¡ÌÝå»ve had the first female president #OverTurnRoevsWade",3,no,,no,
685,"If a cure for terminal cancer was released today, and within 24 hours of taking the 'pill' every symptom and side effect was gone - what is the first thing you'd do? #LifeOfAFourthStager Be very happy! Plan for the future &amp; not live for today &amp; be happy that I will possible need my pension &amp; be able to see my children grow up... https://t.co/RpnN7iv6T6",3,no,,no,
686,Grab your shirt now and help fund a cure for pediatric cancer! #DragonMasterFoundation #Running4Regen RT for a purpose! https://t.co/pTtlW2CEpQ,3,no,,no,
687,They hide their mother and releasing her photos one by one. It‰Û¡ÌÝå»s still a drama...multiple chemotherapy and cancer cure medicine and still with hair. Miracle. Will Nawaz show us photos of the scar of heart transplant. @KlasraRauf @arsched any comments,3,no,,no,
688,bitch I‰Û¡ÌÝå»M somebody‰Û¡ÌÝå»s child. and that nigga had no empathy for me when he did what he did. you can bring up anything you want. that nigga can cure cancer but that doesn‰Û¡ÌÝå»t justify what was done TO ME.,3,no,,no,
689,sooo my cancer doesnt currently have a cure so please help me out by donating. all donations go towards hospital stay costs MRI costs chemo costs and radiation costs https://t.co/pOysdCBIHD,3,no,,no,
